CHR     Cluster   N_SNPs       Start_BP         End_BP        Span_BP  Top_SNP                      -log10P
5            48        1     17,326,368     17,326,368              0  .                            185.017
5            49        1     21,823,398     21,823,398              0  .                            182.867
5            50       10     21,934,828     22,045,793        110,965  .                             13.910
5            51        1     22,172,305     22,172,305              0  .                              9.439
5            52        7     22,791,056     22,808,035         16,979  .                             19.168
5            53        5     22,868,531     22,972,183        103,652  .                              7.941
5            54        6     23,065,507     23,116,189         50,682  .                            100.125
5            55       14     23,251,272     23,287,347         36,075  .                            178.014
5            56        3     23,359,168     23,360,577          1,409  .                             15.738
5            57       11     23,430,976     23,485,705         54,729  .                             13.244
5            58        9     25,412,006     25,419,203          7,197  .                             14.655
5            59        4     25,636,078     25,640,244          4,166  .                            101.658
5            60        1     26,376,685     26,376,685              0  .                            193.029
5            61        2     27,993,951     27,993,953              2  .                            185.247
5            62        1     28,495,068     28,495,068              0  .                             10.454
5            63        2     28,640,090     28,652,371         12,281  .                             11.341
5            64        3     28,710,133     28,722,657         12,524  .                            233.442
5            65        1     28,841,939     28,841,939              0  .                              8.226
5            66        1     28,979,806     28,979,806              0  .                            185.017
5            67        1     29,258,381     29,258,381              0  .                              7.403
5            68        1     29,471,016     29,471,016              0  .                            215.552
5            69        1     29,938,810     29,938,810              0  .                             21.182
5            70        4     30,033,072     30,059,381         26,309  .                            144.686
5            71        6     30,114,794     30,160,634         45,840  .                            233.442
5            72        4     30,304,686     30,364,955         60,269  .                            150.198
5            73       18     30,418,131     30,561,626        143,495  .                            215.552
5            74        2     30,649,169     30,658,275          9,106  .                            233.442
5            75        3     30,753,513     30,765,990         12,477  .                            193.029
5            76        3     30,827,765     30,877,086         49,321  .                            215.552
5            77       12     30,985,938     31,085,240         99,302  .                            233.442
5            78        1     31,158,752     31,158,752              0  .                            215.552
5            79       27     31,272,481     31,373,811        101,330  .                            215.552
5            80       13     31,483,366     31,528,753         45,387  .                            193.029
5            81        1     31,754,769     31,754,769              0  .                             86.236
5            82       41     31,893,614     31,922,701         29,087  .                            233.442
5            83       10     32,321,381     32,340,565         19,184  .                            233.442
5            84        2     32,912,499     32,915,485          2,986  .                            193.029
5            85        9     33,573,005     33,652,305         79,300  .                            215.552
5            86        4     33,790,650     33,825,436         34,786  .                            231.029
5            87        2     33,922,186     33,922,188              2  .                             13.152
5            88        1     34,036,778     34,036,778              0  .                              7.965
5            89        3     34,092,686     34,103,509         10,823  .                            215.552
5            90        2     34,198,847     34,199,079            232  .                              9.317
5            91        2     34,286,044     34,286,809            765  .                            193.029
5            92        2     34,348,820     34,396,087         47,267  .                            213.243
5            93        2     34,473,726     34,473,988            262  .                            193.029
5            94        2     34,574,352     34,592,094         17,742  .                            193.029
5            95        1     34,642,804     34,642,804              0  .                            233.442
5            96       13     34,737,793     34,837,286         99,493  .                            215.552
5            97        1     34,916,616     34,916,616              0  .                            185.017
5            98        9     34,985,518     35,108,884        123,366  .                            215.552
5            99       10     35,167,400     35,261,712         94,312  .                            233.442
5           100       20     35,379,777     35,454,173         74,396  .                            233.442
5           101        2     35,514,913     35,514,949             36  .                            185.017
5           102        8     35,657,906     35,688,434         30,528  .                            215.552
5           103        6     35,750,112     35,757,429          7,317  .                            233.442
5           104        1     35,859,173     35,859,173              0  .                            140.111
5           105        2     36,281,517     36,281,730            213  .                            193.029
5           106        1     36,441,801     36,441,801              0  .                            215.552
5           107        1     36,526,408     36,526,408              0  .                            122.081
5           108        2     36,715,605     36,733,474         17,869  .                            193.029
5           109        2     36,891,046     36,891,288            242  .                            215.552
5           110        3     37,278,903     37,280,237          1,334  .                            190.800
5           111        1     37,901,127     37,901,127              0  .                            185.247
5           112        2     41,183,703     41,183,727             24  .                            154.170
5           113        3     43,824,296     43,838,417         14,121  .                              7.715
5           114        4     43,899,378     43,926,898         27,520  .                              7.810
5           115        4     44,101,156     44,110,874          9,718  .                            233.442
5           116        2     44,163,234     44,212,822         49,588  .                             22.896
5           117        6     44,422,090     44,453,137         31,047  .                            185.247
5           118        1     44,509,545     44,509,545              0  .                             12.118
5           119        4     44,614,767     44,661,619         46,852  .                              9.915
5           120        1     45,667,233     45,667,233              0  .                              7.414
5           121        1     46,010,258     46,010,258              0  .                              7.335
5           122        2     46,390,467     46,390,507             40  .                              7.661
5           123       14     46,498,719     46,501,934          3,215  .                             15.427
5           124        2     46,689,060     46,695,801          6,741  .                              7.661
5           125        2     46,770,259     46,783,010         12,751  .                            142.824
5           126        3     46,904,932     46,915,074         10,142  .                              7.661
5           127        3     47,473,230     47,483,919         10,689  .                              7.335
5           128       11     47,608,115     47,632,566         24,451  .                             11.142
5           129        1     48,257,928     48,257,928              0  .                              7.661
5           130        2     49,919,702     49,945,774         26,072  .                              7.661
5           131        2     50,052,008     50,088,840         36,832  .                              7.470
5           132        2     50,450,976     50,451,151            175  .                              7.335
5           133        1     50,506,005     50,506,005              0  .                              7.640
5           134        1     51,306,757     51,306,757              0  .                             16.652
5           135        3     51,643,453     51,678,936         35,483  .                             22.350
5           136       11     51,735,903     51,822,453         86,550  .                             10.354
5           137        3     51,932,536     51,978,108         45,572  .                            182.867
5           138        8     52,338,866     52,339,572            706  .                            233.442
5           139        1     52,808,117     52,808,117              0  .                            154.170
5           140        2     53,254,894     53,275,649         20,755  .                              7.661
5           141        1     54,495,280     54,495,280              0  .                              7.360
5           142        3     55,138,984     55,139,338            354  .                             21.040
5           143        3     55,939,021     55,943,010          3,989  .                              7.661
5           144        4     56,143,212     56,156,610         13,398  .                             20.799
5           145        1     56,274,764     56,274,764              0  .                              7.335
5           146        1     56,372,749     56,372,749              0  .                              7.335
5           147        6     56,429,270     56,492,109         62,839  .                             20.230
5           148        1     56,939,433     56,939,433              0  .                              7.335
5           149        3     57,216,567     57,216,628             61  .                              7.335
5           150        2     57,578,645     57,625,763         47,118  .                             19.060
5           151        1     57,878,537     57,878,537              0  .                              9.626
5           152        3     57,937,363     57,952,361         14,998  .                            122.081
5           153        2     58,056,217     58,095,437         39,220  .                            185.247
5           154        3     58,358,784     58,411,672         52,888  .                              7.441
5           155        1     58,824,780     58,824,780              0  .                             20.230
5           156        1     58,903,805     58,903,805              0  .                            101.658
5           157        1     59,059,583     59,059,583              0  .                              7.441
5           158        2     59,217,675     59,239,325         21,650  .                              7.799
5           159        1     59,299,538     59,299,538              0  .                              7.441
5           160        1     59,500,316     59,500,316              0  .                             10.006
5           161        2     59,587,832     59,595,258          7,426  .                              7.882
5           162        1     59,654,728     59,654,728              0  .                             13.605
5           163        3     59,745,289     59,821,570         76,281  .                             15.511
5           164        1     59,874,395     59,874,395              0  .                              8.003
5           165        2     59,938,923     59,955,708         16,785  .                             12.063
5           166       13     60,205,518     60,483,852        278,334  .                            101.658
5           167        3     60,575,396     60,575,479             83  .                             21.736
5           168        1     60,679,810     60,679,810              0  .                             20.799
5           169        5     60,734,485     60,761,271         26,786  .                            190.800
5           170       10     60,854,959     60,943,688         88,729  .                            140.111
5           171        2     61,050,271     61,050,275              4  .                              8.302
5           172        1     61,103,069     61,103,069              0  .                              8.713
5           173        2     61,500,351     61,501,127            776  .                             18.318
5           174        5     61,733,953     61,782,765         48,812  .                             22.896
5           175        6     61,867,594     61,921,090         53,496  .                             20.739
5           176        4     61,972,478     61,972,954            476  .                              8.750
5           177        5     62,032,668     62,094,882         62,214  .                              8.524
5           178        2     62,170,039     62,170,072             33  .                             22.350
6             1       81        418,735        541,327        122,592  .                            233.442
6             2        8        598,107        611,319         13,212  .                             19.922
6             3        1        739,181        739,181              0  .                             20.230
6             4      299        823,237      1,065,345        242,108  .                            233.442
6             5       51      1,137,918      1,203,591         65,673  .                             21.040
6             6       19      1,552,441      1,608,979         56,538  .                             15.259
6             7       35      1,704,427      1,744,742         40,315  .                            233.442
6             8      290      1,805,574      2,536,181        730,607  .                            233.442
6             9       14      2,615,462      2,707,830         92,368  .                            190.842
6            10        1      2,840,573      2,840,573              0  .                              7.404
6            11        2      2,967,507      2,972,175          4,668  .                            140.111
6            12       13      3,076,602      3,194,647        118,045  .                            233.442
6            13        4      3,252,984      3,302,830         49,846  .                            190.800
6            14        1      3,631,326      3,631,326              0  .                              7.941
6            15        3      4,363,099      4,397,728         34,629  .                              8.857
6            16        1      7,309,825      7,309,825              0  .                            185.017
6            17        5      7,376,210      7,379,561          3,351  .                             14.944
6            18        8     11,095,909     11,149,299         53,390  .                              9.288
6            19        1     14,539,180     14,539,180              0  .                            233.442
6            20        7     14,745,195     14,790,330         45,135  .                             10.001
6            21       19     22,482,267     22,524,050         41,783  .                            193.029
6            22       16     22,629,831     22,674,146         44,315  .                             14.029
6            23        9     23,062,053     23,116,875         54,822  .                             14.902
6            24        1     23,405,321     23,405,321              0  .                             14.333
6            25        2     24,436,287     24,461,329         25,042  .                              9.518
6            26        1     24,535,745     24,535,745              0  .                              9.518
6            27        2     25,131,333     25,131,616            283  .                              9.518
6            28        5     25,249,676     25,378,951        129,275  .                             12.122
6            29        6     25,664,249     25,711,588         47,339  .                            140.111
6            30        4     25,797,972     25,878,869         80,897  .                            144.686
6            31        1     27,147,081     27,147,081              0  .                              8.790
6            32        1     27,327,777     27,327,777              0  .                              8.804
6            33        3     28,283,365     28,323,340         39,975  .                             16.652
6            34        1     28,440,664     28,440,664              0  .                              7.717
6            35        1     28,755,845     28,755,845              0  .                             20.230
6            36        1     28,951,719     28,951,719              0  .                              7.858
6            37        1     29,152,624     29,152,624              0  .                             20.293
6            38        1     29,274,317     29,274,317              0  .                             20.739
6            39        4     29,826,760     29,886,220         59,460  .                            231.029
6            40        2     30,057,014     30,070,052         13,038  .                            185.247
6            41        1     30,276,521     30,276,521              0  .                            215.552
6            42        1     30,457,825     30,457,825              0  .                            190.800
6            43        4     30,920,025     30,921,875          1,850  .                            185.247
6            44        1     31,417,647     31,417,647              0  .                            233.442
6            45        1     31,484,972     31,484,972              0  .                            178.014
6            46        3     31,608,189     31,635,366         27,177  .                            178.014
6            47       25     31,735,835     31,886,621        150,786  .                            233.442
6            48        1     31,973,337     31,973,337              0  .                              7.462
6            49        2     32,061,275     32,075,015         13,740  .                              8.554
6            50       32     32,181,429     32,419,942        238,513  .                            233.442
6            51        6     32,534,812     32,661,246        126,434  .                            190.800
6            52        6     32,765,010     32,834,840         69,830  .                            215.552
6            53        1     32,890,361     32,890,361              0  .                            193.029
6            54        2     32,948,878     32,949,014            136  .                            144.686
6            55        2     33,089,763     33,095,068          5,305  .                            144.686
6            56        1     33,149,683     33,149,683              0  .                            185.247
6            57        1     33,218,147     33,218,147              0  .                              8.159
6            58        1     33,338,136     33,338,136              0  .                              8.480
6            59        1     33,416,119     33,416,119              0  .                            122.081
6            60        3     33,486,687     33,486,721             34  .                            190.800
6            61        7     33,560,126     33,619,912         59,786  .                            215.552
6            62        9     33,700,406     33,848,670        148,264  .                            233.442
6            63       94     33,916,199     34,070,012        153,813  .                             16.455
6            64        8     34,130,094     34,240,408        110,314  .                             21.924
6            65       22     34,376,253     34,653,965        277,712  .                             22.350
6            66       20     34,847,894     35,139,799        291,905  .                            233.442
6            67       19     35,195,359     35,410,398        215,039  .                            215.552
6            68        2     35,486,723     35,532,020         45,297  .                            122.081
6            69       38     35,584,088     35,869,761        285,673  .                            233.442
6            70        3     35,986,996     36,012,185         25,189  .                            190.800
6            71        3     36,271,405     36,291,152         19,747  .                            215.552
7             1        6          6,661         24,529         17,868  .                            193.029
7             2        7        368,106        455,090         86,984  .                            190.800
7             3        1        509,258        509,258              0  .                             12.213
7             4        4        581,747        639,097         57,350  .                             14.463
7             5        1        789,223        789,223              0  .                              7.749
7             6        4        842,339        860,847         18,508  .                              8.262
7             7        1        923,311        923,311              0  .                              7.441
7             8      259      1,011,820      1,541,792        529,972  .                            233.442
7             9        1      2,598,756      2,598,756              0  .                              8.058
7            10        1      2,706,893      2,706,893              0  .                             19.922
7            11       16      3,366,090      3,378,063         11,973  .                             16.455
7            12        1      4,285,111      4,285,111              0  .                            185.247
7            13        1      6,037,966      6,037,966              0  .                              7.390
7            14        1      8,506,882      8,506,882              0  .                             10.994
7            15        1      8,588,283      8,588,283              0  .                              9.551
7            16       23      9,402,893      9,566,054        163,161  .                            233.442
7            17        7      9,627,406      9,697,743         70,337  .                            190.800
7            18        8      9,790,413      9,892,360        101,947  .                            154.170
7            19        1     10,974,866     10,974,866              0  .                            185.017
7            20        2     13,888,900     13,910,291         21,391  .                              8.460
7            21        5     14,003,525     14,005,039          1,514  .                              7.917
7            22        1     14,826,866     14,826,866              0  .                             21.736
7            23        2     15,623,797     15,672,039         48,242  .                            185.017
7            24        2     15,878,445     15,916,232         37,787  .                             22.896
7            25        1     15,977,911     15,977,911              0  .                            182.867
7            26        1     16,213,329     16,213,329              0  .                            213.243
7            27        1     28,580,749     28,580,749              0  .                             21.508
7            28       12     28,644,256     28,778,678        134,422  .                            120.393
7            29        2     28,834,384     28,851,150         16,766  .                             20.036
7            30        1     28,962,930     28,962,930              0  .                              7.322
7            31        1     29,377,974     29,377,974              0  .                              7.688
7            32        2     29,438,347     29,438,352              5  .                             19.060
7            33        1     29,496,908     29,496,908              0  .                             18.987
7            34        3     30,006,993     30,007,495            502  .                            193.029
7            35        2     30,058,498     30,100,056         41,558  .                            185.017
7            36        4     30,306,360     30,355,168         48,808  .                            215.552
7            37        1     30,433,652     30,433,652              0  .                            190.800
7            38        1     30,515,072     30,515,072              0  .                            132.940
7            39        4     30,600,762     30,683,028         82,266  .                            178.014
7            40        1     30,741,696     30,741,696              0  .                            190.800
7            41        1     30,812,430     30,812,430              0  .                             86.236
7            42        2     30,910,347     30,946,536         36,189  .                            193.029
7            43        1     31,130,628     31,130,628              0  .                            233.442
7            44        4     31,557,847     31,653,025         95,178  .                             13.409
7            45        1     31,774,978     31,774,978              0  .                            190.800
7            46        2     32,006,216     32,008,258          2,042  .                            178.014
7            47        1     32,191,621     32,191,621              0  .                              7.860
7            48        1     32,289,183     32,289,183              0  .                              9.687
7            49        7     32,375,234     32,445,905         70,671  .                            190.800
7            50        1     33,181,325     33,181,325              0  .                              9.004
7            51        3     33,237,926     33,266,955         29,029  .                            215.552
7            52        2     33,661,065     33,691,761         30,696  .                            140.111
7            53        3     33,781,536     33,822,339         40,803  .                            213.243
7            54        1     33,896,240     33,896,240              0  .                             21.924
7            55        1     34,109,421     34,109,421              0  .                             13.782
7            56      944     34,865,500     36,337,886      1,472,386  .                            233.442
7            57        2     37,479,896     37,480,304            408  .                            193.029
7            58        1     37,780,676     37,780,676              0  .                              8.189
7            59        5     37,986,373     37,996,001          9,628  .                            150.198
7            60        9     38,049,192     38,052,338          3,146  .                             22.896
7            61        1     38,179,018     38,179,018              0  .                              7.641
8             1        2        405,221        406,364          1,143  .                              9.764
8             2        1        664,412        664,412              0  .                              8.895
8             3        1        919,926        919,926              0  .                              9.455
8             4        2      1,058,425      1,096,654         38,229  .                            185.017
8             5       53      1,305,874      1,554,509        248,635  .                            233.442
8             6        2      1,672,186      1,686,627         14,441  .                              7.441
8             7        6      1,954,002      1,961,193          7,191  .                             21.040
8             8       14      2,055,243      2,304,310        249,067  .                            193.029
8             9        3      2,375,211      2,379,161          3,950  .                             22.350
8            10        8      2,442,504      2,492,539         50,035  .                             21.736
8            11        5      2,702,486      2,768,009         65,523  .                             22.350
8            12        1      2,979,283      2,979,283              0  .                             10.354
8            13        6      3,682,592      3,801,105        118,513  .                             16.009
8            14        1      3,854,461      3,854,461              0  .                             16.009
8            15        1      4,275,808      4,275,808              0  .                            131.173
8            16        1      4,357,275      4,357,275              0  .                              7.906
8            17        1      4,556,504      4,556,504              0  .                             10.606
8            18        1      4,698,573      4,698,573              0  .                              7.329
8            19        2      5,808,430      5,849,345         40,915  .                              8.554
8            20        1      5,995,288      5,995,288              0  .                             12.025
8            21        5      6,376,276      6,410,966         34,690  .                             11.488
8            22        2      7,030,392      7,037,569          7,177  .                             12.089
8            23        1      7,147,464      7,147,464              0  .                            154.170
8            24        1     10,151,780     10,151,780              0  .                              7.431
8            25     1223     10,243,520     12,934,356      2,690,836  .                            233.442
8            26        7     13,012,572     13,061,749         49,177  .                            122.081
8            27        7     13,139,677     13,217,723         78,046  .                            233.442
8            28       14     13,276,942     13,447,649        170,707  .                            150.198
8            29       50     13,540,522     13,896,148        355,626  .                            193.029
8            30        3     13,965,606     14,000,939         35,333  .                            140.111
8            31        1     14,175,636     14,175,636              0  .                            122.081
8            32        1     14,254,463     14,254,463              0  .                            138.283
8            33        1     14,345,235     14,345,235              0  .                            154.170
8            34        1     14,425,566     14,425,566              0  .                            215.552
8            35        1     14,512,805     14,512,805              0  .                            154.170
8            36       16     14,565,477     14,690,971        125,494  .                            233.442
8            37       16     14,742,434     14,810,081         67,647  .                            215.552
8            38      149     14,883,719     15,569,100        685,381  .                            233.442
8            39        4     15,636,838     15,728,698         91,860  .                            233.442
8            40        8     15,796,650     15,944,497        147,847  .                            233.442
8            41        1     15,998,494     15,998,494              0  .                            185.017
8            42        1     16,091,449     16,091,449              0  .                            233.442
8            43        2     16,147,424     16,182,067         34,643  .                            193.029
8            44        2     16,328,612     16,353,779         25,167  .                            215.552
8            45        1     16,426,335     16,426,335              0  .                            140.111
8            46        1     16,481,524     16,481,524              0  .                            140.111
8            47        2     16,532,426     16,569,618         37,192  .                            233.442
8            48        1     16,626,159     16,626,159              0  .                            233.442
8            49        3     16,721,093     16,773,340         52,247  .                            178.014
8            50        1     16,838,840     16,838,840              0  .                            178.014
8            51        2     17,117,638     17,130,099         12,461  .                             86.236
8            52        3     17,196,160     17,212,294         16,134  .                            193.029
8            53        1     17,350,086     17,350,086              0  .                            215.552
8            54        3     17,405,151     17,458,078         52,927  .                            154.170
8            55        1     17,612,592     17,612,592              0  .                             86.236
8            56        1     17,848,739     17,848,739              0  .                            132.940
8            57        3     17,949,272     17,992,890         43,618  .                            190.800
8            58        1     18,081,147     18,081,147              0  .                            140.111
8            59        1     18,300,795     18,300,795              0  .                            144.686
8            60        1     18,368,891     18,368,891              0  .                            185.247
8            61        1     18,685,099     18,685,099              0  .                            140.111
8            62      611     18,736,990     20,081,467      1,344,477  .                            233.442
8            63      647     20,142,713     20,866,029        723,316  .                            233.442
8            64       60     20,919,094     21,060,368        141,274  .                            233.442
8            65       13     21,133,631     21,282,414        148,783  .                            190.800
8            66       35     21,344,171     21,393,747         49,576  .                            233.442
8            67       37     21,597,590     21,754,423        156,833  .                            233.442
8            68       18     21,812,645     21,846,470         33,825  .                             10.503
8            69        5     22,025,265     22,025,887            622  .                              7.441
8            70       19     22,110,439     22,273,630        163,191  .                             16.706
8            71        1     22,621,817     22,621,817              0  .                              7.441
8            72        3     22,683,820     22,688,418          4,598  .                            144.686
8            73        7     24,148,629     24,160,577         11,948  .                            185.017
8            74       14     25,067,827     25,204,220        136,393  .                            233.442
8            75        1     25,521,629     25,521,629              0  .                            193.029
8            76        1     25,749,034     25,749,034              0  .                              7.414
8            77        7     26,214,212     26,258,070         43,858  .                            215.552
8            78        2     26,480,423     26,480,798            375  .                            215.552
8            79        1     27,538,234     27,538,234              0  .                            132.940
8            80        2     27,750,207     27,794,917         44,710  .                            215.552
8            81        4     28,070,262     28,130,292         60,030  .                            233.442
8            82        2     28,448,610     28,453,892          5,282  .                            215.552
8            83        1     28,508,246     28,508,246              0  .                            178.014
8            84        1     28,722,025     28,722,025              0  .                            140.111
8            85        4     28,797,314     28,810,325         13,011  .                            150.198
8            86        3     29,529,849     29,541,718         11,869  .                            215.552
8            87       12     29,596,579     29,677,440         80,861  .                            193.029
8            88        1     29,753,978     29,753,978              0  .                              8.630
8            89        1     29,819,105     29,819,105              0  .                              9.455
8            90        2     29,898,692     29,934,717         36,025  .                             14.229
8            91        2     30,015,456     30,018,414          2,958  .                              9.382
8            92        1     31,148,552     31,148,552              0  .                            185.017
9             1        1          2,166          2,166              0  .                            185.247
9             2        1        176,103        176,103              0  .                            185.017
9             3       11        527,182        527,333            151  .                            213.243
9             4        6        615,016        660,748         45,732  .                            144.686
9             5        3        774,013        849,354         75,341  .                             12.561
9             6       25        934,518      1,024,024         89,506  .                            233.442
9             7        1      1,097,293      1,097,293              0  .                             12.925
9             8       11      1,160,892      1,298,278        137,386  .                            231.029
9             9        3      1,419,937      1,430,217         10,280  .                            188.649
9            10        3      1,543,928      1,571,053         27,125  .                            233.442
9            11        2      1,653,968      1,655,217          1,249  .                              7.810
9            12        2      1,803,734      1,829,041         25,307  .                             15.288
9            13        5      1,889,941      1,903,287         13,346  .                            233.442
9            14        2      2,838,283      2,847,839          9,556  .                             16.634
9            15        1      3,177,912      3,177,912              0  .                             86.236
9            16        2      3,973,610      3,975,457          1,847  .                             12.164
9            17       54      4,157,184      4,190,634         33,450  .                            233.442
9            18        1      4,596,364      4,596,364              0  .                              7.484
9            19       12      4,916,018      5,111,727        195,709  .                            215.552
9            20        6      5,494,131      5,532,935         38,804  .                            233.442
9            21        2      5,638,429      5,638,543            114  .                             12.730
9            22        1      5,926,317      5,926,317              0  .                             12.213
9            23        5      5,978,791      5,980,756          1,965  .                            190.800
9            24       20      6,310,749      6,351,912         41,163  .                             17.804
9            25       12      6,569,697      6,585,863         16,166  .                             12.719
9            26        1      7,025,802      7,025,802              0  .                            185.017
9            27        3      7,752,331      7,754,849          2,518  .                              7.613
9            28       17      7,959,769      7,999,808         40,039  .                            231.029
9            29        6      8,057,083      8,107,919         50,836  .                            215.552
9            30        1      8,458,193      8,458,193              0  .                             11.700
9            31        7      8,658,218      8,705,085         46,867  .                             15.259
9            32       63      8,891,090      8,936,656         45,566  .                            233.442
9            33        1      9,057,129      9,057,129              0  .                            174.581
9            34       76      9,110,916      9,257,357        146,441  .                            233.442
9            35      100      9,455,771      9,562,908        107,137  .                            233.442
9            36        1     10,248,812     10,248,812              0  .                            183.132
9            37       17     10,381,907     10,413,665         31,758  .                             13.318
9            38        4     10,569,676     10,586,706         17,030  .                            154.170
9            39        4     10,831,185     10,878,246         47,061  .                             14.598
9            40       16     10,958,818     11,031,580         72,762  .                             15.156
9            41      313     11,103,659     11,315,561        211,902  .                            233.442
9            42       19     11,375,185     11,411,036         35,851  .                            233.442
9            43      350     11,507,472     11,912,766        405,294  .                            233.442
9            44        1     12,065,612     12,065,612              0  .                              8.108
9            45       30     12,259,746     12,294,889         35,143  .                            233.442
9            46       89     12,380,618     12,609,239        228,621  .                            193.029
9            47     1081     12,670,573     13,587,139        916,566  .                            233.442
9            48      789     13,666,901     14,220,393        553,492  .                            233.442
9            49       49     14,392,775     14,461,176         68,401  .                             14.333
9            50        5     14,537,440     14,546,827          9,387  .                             13.278
9            51        1     14,652,796     14,652,796              0  .                             86.236
9            52      390     14,936,272     15,400,010        463,738  .                            233.442
9            53      579     15,463,023     15,897,791        434,768  .                            233.442
9            54       97     16,083,691     16,131,856         48,165  .                            233.442
9            55        1     16,233,255     16,233,255              0  .                            185.017
9            56        1     16,345,097     16,345,097              0  .                             86.236
9            57        4     16,437,262     16,440,589          3,327  .                              7.661
9            58        4     16,493,205     16,493,511            306  .                              7.661
9            59        3     16,598,806     16,601,147          2,341  .                              7.335
9            60       12     16,789,598     16,864,014         74,416  .                              7.661
9            61       14     16,962,120     17,035,197         73,077  .                             14.630
9            62       12     17,087,694     17,129,219         41,525  .                            193.029
